variable_name,units,value,data_reference
A_0_inlet,m3_per_s,0.000118,Alfred_database
A_1_inlet,m3_per_s,0.000204,Alfred_database
A_2_inlet,m3_per_s,0.000182,Alfred_database
A_3_inlet,m3_per_s,0.000009,Alfred_database
A_4_inlet,m3_per_s,0.000036,Alfred_database
A_5_inlet,m3_per_s,0.000033,Alfred_database
A_6_inlet,m3_per_s,0.000004,Alfred_database
A_7_inlet,m3_per_s,0.000007,Alfred_database
A_8_inlet,m3_per_s,0.000001,Alfred_database
C_L_connector_A,m6_per_J,1e-11,to_be_identified
C_L_connector_V,m6_per_J,1e-11,to_be_identified
C_T_LLL,m6_per_J,5e-9,to_be_identified
C_T_LUL,m6_per_J,5e-9,to_be_identified
C_T_RLL,m6_per_J,5e-9,to_be_identified
C_T_RML,m6_per_J,5e-9,to_be_identified
C_T_RUL,m6_per_J,5e-9,to_be_identified
C_inlet_connector,m6_per_J,1e-9,small_chosen
I_L_connector_A,Js2_per_m6,1e-6,small_chosen
I_L_connector_V,Js2_per_m6,1e-6,small_chosen
I_T_1_LLL,Js2_per_m6,1e-6,to_be_identified
I_T_1_LUL,Js2_per_m6,1e-6,to_be_identified
I_T_1_RLL,Js2_per_m6,1e-6,to_be_identified
I_T_1_RML,Js2_per_m6,1e-6,to_be_identified
I_T_1_RUL,Js2_per_m6,1e-6,to_be_identified
I_T_2_LLL,Js2_per_m6,1e-6,to_be_identified
I_T_2_LUL,Js2_per_m6,1e-6,to_be_identified
I_T_2_RLL,Js2_per_m6,1e-6,to_be_identified
I_T_2_RML,Js2_per_m6,1e-6,to_be_identified
I_T_2_RUL,Js2_per_m6,1e-6,to_be_identified
I_inlet_connector,Js2_per_m6,1e-6,small_chosen
K_tube_LBS_A,J_per_m3,4.7e3,Ebrahimi2021
K_tube_LBS_V,J_per_m3,1e2,user_defined
K_tube_LLL_A,J_per_m3,4.7e3,Ebrahimi2021
K_tube_LLL_V,J_per_m3,1e2,user_defined
K_tube_LM_A,J_per_m3,4.7e3,Ebrahimi2021
K_tube_LM_V,J_per_m3,1e2,user_defined
K_tube_LPA_A,J_per_m3,4.7e3,Ebrahimi2021
K_tube_LPV_V,J_per_m3,1e2,user_defined
K_tube_LUL_A,J_per_m3,4.7e3,Ebrahimi2021
K_tube_LUL_V,J_per_m3,1e2,user_defined
K_tube_MPA_A,J_per_m3,4.7e3,Ebrahimi2021
K_tube_RBS_A,J_per_m3,4.7e3,Ebrahimi2021
K_tube_RBS_V,J_per_m3,1e2,user_defined
K_tube_RLL_A,J_per_m3,4.7e3,Ebrahimi2021
K_tube_RLL_V,J_per_m3,1e2,user_defined
